Restaurant Name,Restaurant Address,Restaurant City,Restaurant State,Restaurant ZIP,Health Inspection Score,Health Inspection Grade
WEST LA INTERNATIONAL MARKET,10817 VENICE BLVD,LOS ANGELES,CA,90034,97,A
JUANITA'S RESTAURANT,755 S UNION AVE,LOS ANGELES,CA,90017,91,A
TULLY'S COFFEE # 3400,855 N VERMONT AVE,LOS ANGELES,CA,90029,96,A
MRS WINSTONS GREEN GROCERY,1999 AVE OF STARS STE,LOS ANGELES,CA,90067,97,A
UMAMI BURGER,738 E 3RD ST,LOS ANGELES,CA,90013,93,A
BM-TRY WASHING ROOM,735 E 12TH ST # 415,LOS ANGELES,CA,90021,99,A
GINGERGRASS SILVERLAKE LLC,2396 GLENDALE BLVD,LOS ANGELES,CA,90039,85,B
ADMIRALS CLUB,400 WORLD WAY,LOS ANGELES,CA,90045,94,A
FOUR CAFE,2122 1/2 COLORADO BLVD,LOS ANGELES,CA,90041,91,A
HUDSON NEWS / THAT'S SO LA,400 WORLD WAY # 4C,LOS ANGELES,CA,90045,99,A
BASKIN ROBBINS #360054,1832 N WESTERN AVE,LOS ANGELES,CA,90027,87,B
FORD'S FILLING STATION,500 WORLD WAY #5GF,LOS ANGELES,CA,90045,94,A
SUBWAY SANDWICHES & SALADS,8502 W 3RD ST,LOS ANGELES,CA,90048,95,A
ADMIRALS CLUB,400 WORLD WAY,LOS ANGELES,CA,90045,98,A
PHO CAFE,2841 W SUNSET BLVD,LOS ANGELES,CA,90026,91,A
CORAL TREE EXPRESS,10250 STA MON BLVD STE FC12,LOS ANGELES,CA,90067,95,A
DANTE'S CAFE,2745 BEVERLY BLVD,LOS ANGELES,CA,90057,95,A
ADMIRALS CLUB,400 WORLD WAY,LOS ANGELES,CA,90045,96,A
KING OF JUICES RESTAURANT,401 E 12TH ST 5,LOS ANGELES,CA,90015,96,A
ALLEY DOG N BURGER #2,317 E 12TH ST,LOS ANGELES,CA,90015,98,A
ALLEY DOG #1,1001 S MAPLE AVE STE 101,LOS ANGELES,CA,90015,96,A
EL ATACOR RESTAURANT,3520 N FIGUEROA ST,LOS ANGELES,CA,90065,93,A
TACOS MEXICO #6,3660 BEVERLY BLVD,LOS ANGELES,CA,90004,82,B
BAYLEAF CAFE,1055 W 7TH ST UNIT 150,LOS ANGELES,CA,90017,92,A
ROYAL FISH MARKET,4166 S BROADWAY,LOS ANGELES,CA,90037,93,A
ADMIRALS CLUB,400 WORLD WAY,LOS ANGELES,CA,90045,98,A
CALIFORNIA WOK,8520 W 3RD ST,LOS ANGELES,CA,90048,90,A
EL BUCA,4501 S ALAMEDA ST,LOS ANGELES,CA,90058,98,A
TUTTI FRUTTI,312 E 11TH ST,LOS ANGELES,CA,90015,95,A
SUBWAY #23684,6775 SANTA MONICA BLVD STE 9,LOS ANGELES,CA,90028,98,A
EL TAPATIO FOODS INC,310 E FLORENCE AVE,LOS ANGELES,CA,90003,95,A
PRISM COFFEE,1032 CRENSHAW BLVD STE E,LOS ANGELES,CA,90019,91,A
ALADIN SWEETS & MARKET,139 S VERMONT AVE,LOS ANGELES,CA,90004,80,B
ADMIRALS CLUB,400 WORLD WAY,LOS ANGELES,CA,90045,98,A
SLURPIN RAMEN,3500 W 8TH ST,LOS ANGELES,CA,90005,92,A
SUPER VARIETY STORE,4030 1/2 BEVERLY BLVD,LOS ANGELES,CA,90004,90,A
PANADERIA COATZINGO,4242 S BROADWAY,LOS ANGELES,CA,90042,90,A
PEET'S COFFEE AND TEA,124 N LARCHMONT BLVD,LOS ANGELES,CA,90004,96,A
KABAB EXPRESS,10821 W VENICE BLVD,LOS ANGELES,CA,90034,92,A
LITTLE CAESARS #5943,1754 W SLAUSON AVE,LOS ANGELES,CA,90058,93,A
WABASH MARKET,2844 W WABASH AVE,LOS ANGELES,CA,90033,93,A
NUMERO UNO MARKET #103,9127 S FIGUEROA ST,LOS ANGELES,CA,90003,94,A
SUPERIOR GROCERS,10211 S AVALON BLVD,LOS ANGELES,CA,90003,97,A
THE FLYIN JALAPENO,83 WINDWARD AVE,LOS ANGELES,CA,90291,90,A
ALADIN SWEETS AND MARKET,145 S VERMONT AVE,LOS ANGELES,CA,90004,91,A
RUBEN'S TACOS,401 E 12TH ST #25,LOS ANGELES,CA,90015,86,B
FATBURGER,8500 W 3RD ST,LOS ANGELES,CA,90048,94,A
FARMERS MARKET COFFEE TO GO,500 WORLD WAY T5B,LOS ANGELES,CA,90045,99,A
NUMERO UNO MARKET #103,9127 S FIGUEROA ST,LOS ANGELES,CA,90003,94,A
GJUSTA,320 SUNSET AVE,LOS ANGELES,CA,90291,92,A
ASTRO BURGERS,5601 MELROSE AVE,LOS ANGELES,CA,90038,94,A
CAFE BRAZIL,10831 VENICE BLVD,LOS ANGELES,CA,90034,92,A
COFFEE & FOOD,5630 MELROSE AVE,LOS ANGELES,CA,90038,97,A
KITCHEN MOUSE,5904 N FIGUEROA ST,LOS ANGELES,CA,90042,93,A
MEEA'S,1740 COLORADO BLVD,LOS ANGELES,CA,90041,94,A
WABASH MARKET,2844 W WABASH AVE,LOS ANGELES,CA,90033,81,B
TAMALES LILIANAS,4629 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90022,90,A
LAS CAZUELAS,5707 N FIGUEROA ST,LOS ANGELES,CA,90042,91,A
7 STARS DONUTS AND SANDWICH,1754 W SLAUSON AVE STE #C,LOS ANGELES,CA,90047,96,A
EL BUEN SABOR,4306 N FIGUEROA ST # #8,LOS ANGELES,CA,90065,93,A
TAMALES Y ANTONJITOS LA TIA,4619 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90022,90,A
VANESSA'S BAKERY,2747 BEVERLY BLVD,LOS ANGELES,CA,90057,94,A
MONSIEUR MARCEL,500 WORLD WAY TSB,LOS ANGELES,CA,90045,99,A
SUPERIOR GROCERS,10211 S AVALON BLVD,LOS ANGELES,CA,90003,96,A
THE BOILING CRAB KTOWN,3377 WILSHIRE BLVD STE #114,LOS ANGELES,CA,90010,90,A
PRIME GRIND COFFEE,714 W 1ST ST,LOS ANGELES,CA,90012,90,A
BEST BUY MEATS,7108 S CRENSHAW BLVD,LOS ANGELES,CA,90043,98,A
EL TEXANITO #2,4501 S ALAMEDA ST # J7,LOS ANGELES,CA,90058,100,A
FISH TOWN OUTLET,3723 S LA BREA AVE,LOS ANGELES,CA,90016,90,A
EL PAISSA MEXICAN GRILL,4088 S BROADWAY,LOS ANGELES,CA,90037,90,A
MI RANCHITO,2325 E 1ST ST,LOS ANGELES,CA,90033,94,A
CAROLINA'S MAR Y SOL,6011 N FIGUEROA ST,LOS ANGELES,CA,90042,96,A
HOT HOUSE OF TAKOS,5615 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,94,A
SKEWERS,500 WORLD WAY #5C,LOS ANGELES,CA,90045,96,A
MOON JUICE,2839 W SUNSET BLVD,LOS ANGELES,CA,90026,96,A
LOTERIA BAR AND GRILL,500 WORLD WAY,LOS ANGELES,CA,90045,99,A
JONS,1601 N VERMONT AVE,LOS ANGELES,CA,90027,100,A
HONG KONG BOWL,1347 W FLORENCE AVE STE #A,LOS ANGELES,CA,90044,91,A
POLLO CAMPERO,1605 W OLYMPIC BLVD # 120,LOS ANGELES,CA,90015,93,A
GUISADOS,2100 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,90,A
TEKILA,6541 HOLLYWOOD BLVD STE #108,LOS ANGELES,CA,90028,90,A
NORM'S RESTAURANT,470 N LA CIENEGA BLVD,LOS ANGELES,CA,90048,93,A
MARLO & POLO,4632 SANTA MONICA BLVD # 16,LOS ANGELES,CA,90029,93,A
DOMINO'S PIZZA #8131,6051 HOLLYWOOD BLVD STE 106,LOS ANGELES,CA,90028,94,A
ELYSIAN RESTAURANT,2806 CLEARWATER ST,LOS ANGELES,CA,90039,90,A
CA SUSHI TERIYAKI,215 S MEDNIK AVE,LOS ANGELES,CA,90022,94,A
ST LOUIS DRUG CO INC,2100 E 1ST ST,LOS ANGELES,CA,90033,92,A
AFC SUSHI @ RALPH#278,8701 LINCOLN BLVD,LOS ANGELES,CA,90045,93,A
ANGEL CITY BAKERY COMPANY,705 N NORMANDIE AVE,LOS ANGELES,CA,90029,90,A
SUBWAY SANDWICHES,712 S LOS ANGELES ST,LOS ANGELES,CA,90014,98,A
BRISTOL FARMS MEAT DEPT,1515 E WESTWOOD BLVD,LOS ANGELES,CA,90024,99,A
PARIS BAKERY AND CAFE,205 S MEDNIK AVE,LOS ANGELES,CA,90022,90,A
RODEO MEXICAN GRILL #2,1721 W OLYMPIC BLVD,LOS ANGELES,CA,90015,94,A
ENERJUICER CAFE,718 S LOS ANGELES ST STE #D,LOS ANGELES,CA,90014,92,A
QANTAS AIRWAYS LOUNGE,380 WORLD WAY 5TH FLR,LOS ANGELES,CA,90041,91,A
FATBURGER # 109,1611 N VERMONT AVE,LOS ANGELES,CA,90027,90,A
AL WAZIR CHICKEN,6051 HOLLYWOOD BLVD STE #104,LOS ANGELES,CA,90028,92,A
EMIRATES LOUNGE,380 WORLD WAY BOX S-7,LOS ANGELES,CA,90045,91,A
JONS,1601 N VERMONT AVE,LOS ANGELES,CA,90027,92,A
HAKATA RAMEN SHIN SEN GUMI,132 S CENTRAL AVE,LOS ANGELES,CA,90012,94,A
PIZZA HUT #26149,718 S LOS ANGELES ST STE #C,LOS ANGELES,CA,90014,97,A
Q'S,11835 WILSHIRE BLVD,LOS ANGELES,CA,90049,94,A
RALPHS MARKET #278,8701 LINCOLN BLVD,LOS ANGELES,CA,90045,97,A
BRISTOL FARMS MEAT DEPT,1515 E WESTWOOD BLVD,LOS ANGELES,CA,90024,98,A
PARIS BAKERY AND CAFE,205 S MEDNIK AVE,LOS ANGELES,CA,90022,90,A
BACHI BURGER,2030 S SAWTELLE BLVD,LOS ANGELES,CA,90025,97,A
V CAFE,8164 MELROSE AVE,LOS ANGELES,CA,90046,91,A
NUMERO UNO MARKET #107-MEAT,4700 S BROADWAY,LOS ANGELES,CA,90037,93,A
RALPHS MARKET #278,8701 LINCOLN BLVD,LOS ANGELES,CA,90045,96,A
STARBUCKS COFFEE #8819,1437 E GAGE AVE STE A,LOS ANGELES,CA,90001,100,A
JONS,1601 N VERMONT AVE,LOS ANGELES,CA,90027,94,A
I & A LIQUOR,701 N NORMANDIE AVE,LOS ANGELES,CA,90029,93,A
RALPHS MARKET #278,8701 LINCOLN BLVD,LOS ANGELES,CA,90045,96,A
SUBWAY,6051 HOLLYWOOD BLVD STE 102,LOS ANGELES,CA,90028,98,A
BRISTOL FARMS MEAT DEPT,1515 E WESTWOOD BLVD,LOS ANGELES,CA,90024,98,A
RALPHS MARKET #278,8701 LINCOLN BLVD,LOS ANGELES,CA,90045,92,A
BEMBOZ BURGERS,7651 S SAN PEDRO ST,LOS ANGELES,CA,90003,91,A
MAXIM CHINESE FOOD,6051 HOLLYWOOD BLVD STE 101,LOS ANGELES,CA,90028,91,A
SONORITAS PRIME TACO,2004 SAWTELLE BLVD,LOS ANGELES,CA,90025,98,A
PLAN CHECK,1800 SAWTELLE BLVD,LOS ANGELES,CA,90025,95,A
MCDONALD'S #5760,10623 VENICE BLVD,LOS ANGELES,CA,90034,92,A
SUBWAY SANDWICH SHOP,4919 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,96,A
ASTRO FAMILY RESTAURANT,2300 FLETCHER DR,LOS ANGELES,CA,90039,90,A
STERLING PALATE,100 WORLD WAY,LOS ANGELES,CA,90045,99,A
TOM N TOMS-COFFEE,3974 W WILSHIRE BLVD # 101,LOS ANGELES,CA,90010,90,A
CAMPANILE'S BAR,400 WORLD WAY,LOS ANGELES,CA,90045,97,A
SHIN KANG SEO MYUN OAK,3250 W OLYMPIC BLVD #313,LOS ANGELES,CA,90006,84,B
THE GRIFFIN,3000 LOS FELIZ BLVD,LOS ANGELES,CA,90039,90,A
JACK IN THE BOX #291,10701 VENICE BLVD,LOS ANGELES,CA,90034,90,A
PITA BAR & GRILL,519 N FAIRFAX AVE,LOS ANGELES,CA,90036,83,B
ENTERTAINMENT WEEKLY NEWS,400 WORLD WAY,LOS ANGELES,CA,90045,98,A
NAM KOONG,3514 W 8TH ST,LOS ANGELES,CA,90005,97,A
BEAUTY DISCOUNT,1345 W MANCHESTER AVE STE C,LOS ANGELES,CA,90044,96,A
EL TAPATIO RESTAURANT,2049 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,93,A
OO KOOK KOREAN BBQ STORAGE,3385 W 8TH ST,LOS ANGELES,CA,90005,93,A
CANELE,3219 GLENDALE BLVD,LOS ANGELES,CA,90039,90,A
AM PM 5054,2106 W TEMPLE ST,LOS ANGELES,CA,90026,98,A
HOLLYWOOD PIES,6116 1/2 PICO BLVD,LOS ANGELES,CA,90035,90,A
PIZZA REV,4550 W PICO BLVD C1303,LOS ANGELES,CA,90019,93,A
STARBUCKS COFFEE,100 WORLD WAY,LOS ANGELES,CA,90045,95,A
GOODHA EXPRESS,3324 W 6TH ST,LOS ANGELES,CA,90020,94,A
ALP'Z MINIMARKET,7512 S HOOVER ST,LOS ANGELES,CA,90044,97,A
CREWS OF CALIFORNIA,100 WORLD WAY,LOS ANGELES,CA,90045,100,A
LITTLE ONGPIN,5050 W SUNSET BLVD,LOS ANGELES,CA,90027,91,A
COLE'S BAR,400 WORLD WAY,LOS ANGELES,CA,90045,95,A
O'HARA'S,1000 GAYLEY AVE,LOS ANGELES,CA,90024,73,C
SMART & FINAL #444,4550 W PICO BLVD D303,LOS ANGELES,CA,90019,98,A
TERMINAL 4 FOOD COURT KITCHEN,400 WORLD WAY,LOS ANGELES,CA,90045,95,A
ELINOR'S SNACK SHOP,807 S SANTEE ST,LOS ANGELES,CA,90014,98,A
MI CIUDAD,4017 N FIGUEROA ST,LOS ANGELES,CA,90065,92,A
SUSHI BAR DA-DA,3700 W OLYMPIC BLVD STE #101,LOS ANGELES,CA,90019,92,A
TING GA TING GA,3109 W OLYMPC BLVD 2FL,LOS ANGELES,CA,90006,90,A
GEORGE'S GREEK GRILL,445 S FIGUEROA ST #102,LOS ANGELES,CA,90017,98,A
LA MEXICANA MARKET,4800 S COMPTON AVE,LOS ANGELES,CA,90011,84,B
TU PANYOU PIZZA # 2,3525 W 3RD ST # 4,LOS ANGELES,CA,90020,90,A
TACO HOUSE #3,827 S SANTEE ST,LOS ANGELES,CA,90014,95,A
SAMMY'S WOODFIRED PIZZA,400 WORLD WAY # 4A,LOS ANGELES,CA,90045,96,A
STEPHANIE MINI MARKET,2961 E 4TH ST,LOS ANGELES,CA,90033,98,A
URBAN MARKET,100 WORLD WAY,LOS ANGELES,CA,90045,96,A
LUPITA MARKET,1920 E FIRESTONE BLVD,LOS ANGELES,CA,90001,94,A
GOLDEN LIQUOR,3924 N FIGUEROA ST,LOS ANGELES,CA,90065,92,A
PLAZA GRILLE CAFE,505 S FLOWER ST STE B043,LOS ANGELES,CA,90071,90,A
TILA'S KITCHEN,3909 WHITTIER BLVD,LOS ANGELES,CA,90023,95,A
CHINA GARDEN,979 DEWEY AVE,LOS ANGELES,CA,90006,95,A
HOME TURF SPORTS BAR,100 WORLD WAY,LOS ANGELES,CA,90045,91,A
RED SHELL FOODS,5877 FRANKLIN AVE,LOS ANGELES,CA,90028,96,A
ACHA'S BAKERY,4438 S COMPTON AVE,LOS ANGELES,CA,90011,90,A
LA CHIQUITA,4600 COMPTON AVE,LOS ANGELES,CA,90011,93,A
VIRGIL RESTAURANT,3376 W 1ST ST,LOS ANGELES,CA,90004,92,A
CHAUMONT,143 S BEVERLY DR,LOS ANGELES,CA,90012,94,A
DOMINO'S PIZZA #7743,1759 W COLORADO BLVD,LOS ANGELES,CA,90041,98,A
BOBA TIME,623 E 12TH ST,LOS ANGELES,CA,90015,90,A
EXTREME PIZZA,1067 GLENDON AVE,LOS ANGELES,CA,90024,90,A
HOMEBOY,400 WORLD WAY # T4K,LOS ANGELES,CA,90043,95,A
GRACE MARKET,5500 S COMPTON AVE,LOS ANGELES,CA,90011,91,A
CREWS OF CALIFORNIA,100 WORLD WAY,LOS ANGELES,CA,90045,100,A
CHIPOTLE MEXICAN GRILL,4550 W PICO BLVD # C1301,LOS ANGELES,CA,90019,95,A
KD DONUTS,1345 W MANCHESTER AVE,LOS ANGELES,CA,90047,90,A
WINGSTOP,1754 W SLAUSON AVE STE #A,LOS ANGELES,CA,90047,90,A
L.A. PIZZA#1,8451 S VERMONT AVE,LOS ANGELES,CA,90044,93,A
CLIFFS,3626 W SUNSET BLVD,LOS ANGELES,CA,90026,90,A
PA 2014 ENTERTAINMENT INC,1109 S SANTA FE AVE,LOS ANGELES,CA,90021,100,A
GELSON'S MARKET,5877 FRANKLIN AVE,LOS ANGELES,CA,90028,90,A
LEGEND NOODLE & GRILL,209 S VERMONT AVE,LOS ANGELES,CA,90004,91,A
HAPPY FISH MARKET,1658 W MANCHESTER AVE,LOS ANGELES,CA,90047,92,A
AMERICANO,923 E 3RD ST STE 101,LOS ANGELES,CA,90013,95,A
SUPER POLLOS ROSTISADOS,3353 E WHITTIER BLVD,LOS ANGELES,CA,90023,88,B
NEW YORK CAFE,4959 W SUNSET BLVD,LOS ANGELES,CA,90027,93,A
HOLLYWOOD PIES,6116 1/2 PICO BLVD,LOS ANGELES,CA,90035,90,A
JERSEY MIKE'S SUBS # 20024B,1020 GLENDON AVE,LOS ANGELES,CA,90024,90,A
GRILLED CHEESE PLEASE,400 WORLD WAY,LOS ANGELES,CA,90045,97,A
GOOD GIRL DINETTE,110 N AVENUE 56,LOS ANGELES,CA,90042,95,A
KOKEKOKKO,123 ASTRONAUT E S ONIZUKA ST STE 203,LOS ANGELES,CA,90012,94,A
GORDEN BIERSCH,100 WORLD WAY,LOS ANGELES,CA,90045,91,A
ROMAN'S PIZZA,240 N VIRGIL AVE STE #5,LOS ANGELES,CA,90004,97,A
SUBWAY #12481,7353 MELROSE AVE,LOS ANGELES,CA,90046,93,A
NUMERO UNO MARKET (MEAT)#108,4373 S VERMONT AVE,LOS ANGELES,CA,90037,98,A
FATBURGER #1171,5867 S CENTRAL AVE #230,LOS ANGELES,CA,90001,96,A
CALIF PIZZA KITCHEN #12,330 S HOPE ST,LOS ANGELES,CA,90071,97,A
CHOICE MEAT MARKET,2716 W OLYMPIC BLVD # 102,LOS ANGELES,CA,90006,94,A
CALIMEX MARKET(MEAT),2901 E WHITTIER BLVD,LOS ANGELES,CA,90023,93,A
SUBWAY #6816,2408 S BARRINGTON AVE,LOS ANGELES,CA,90064,98,A
LITTLE MACHINCITO,2901 WHITTIER BLVD,LOS ANGELES,CA,90023,92,A
KENTUCKY FRIED CHICKEN,11900 WILSHIRE BLVD,LOS ANGELES,CA,90025,97,A
WEST LA INTERNATIONAL MARKET,10817 VENICE BLVD,LOS ANGELES,CA,90034,83,B
RALPHS MARKET #44,12057 WILSHIRE BLVD,LOS ANGELES,CA,90025,97,A
NUESTRO DIVINO SALVADOR,5816 YORK BLVD,LOS ANGELES,CA,90042,76,C
KIKKA @ RALPHS #209,8825 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,97,A
OASISTKOS,2201 W 54TH ST,LOS ANGELES,CA,90043,92,A
KIKKA @ WHOLE FOODS WESTWOOD,1050 GAYLEY AVE,LOS ANGELES,CA,90024,96,A
LA FLAMA,2404 S BARRINGTON AVE,LOS ANGELES,CA,90064,90,A
CITY SPA CAFE,5325 W PICO BLVD,LOS ANGELES,CA,90019,90,A
ARCOIRIS,600 S INDIANA ST,LOS ANGELES,CA,90023,92,A
PULGARCITO MARKET,2484 W PICO BLVD,LOS ANGELES,CA,90006,94,A
NUMERO UNO MARKET-BAKERY,4373 S VERMONT ST,LOS ANGELES,CA,90037,98,A
VIP SEAFOOD & POULTRY,843 S VERMONT AVE,LOS ANGELES,CA,90005,96,A
SEN ASIAN KITCHEN,2000 AVE OF STARS # QSR30,LOS ANGELES,CA,90067,95,A
RALPHS MARKET #44,12057 WILSHIRE BLVD,LOS ANGELES,CA,90025,96,A
NAN SOO DEUNG SIM,3423 W 8TH ST,LOS ANGELES,CA,90005,90,A
HUICHO'S,1250 S VERMONT AVE,LOS ANGELES,CA,90006,84,B
LITTERATI CAFE,12081 WILSHIRE BLVD,LOS ANGELES,CA,90025,90,A
LAS ISLITAS RESTAURANT,5875 S HOOPER AVE,LOS ANGELES,CA,90001,93,A
ALTA CALIFORNIA FONDA,5303 W PICO BLVD,LOS ANGELES,CA,90019,81,B
MARKETITA MAZATLAN,2300 E 1ST ST,LOS ANGELES,CA,90033,92,A
US AQUA AND MERCADO,3359 WHITTIER BLVD,LOS ANGELES,CA,90023,99,A
HUICHO'S BAKERY,1250 S VERMONT AVE STE 106,LOS ANGELES,CA,90006,90,A
STARBUCKS COFFEE,100 WORLD WAY,LOS ANGELES,CA,90045,90,A
DENNY'S #1144,5751 W SUNSET BLVD,LOS ANGELES,CA,90028,94,A
DOMINO'S PIZZA #7804,902 N LA CIENEGA BLVD,LOS ANGELES,CA,90069,90,A
DOWN TOWN CIGARETTES,511 E OLYMPIC BLVD,LOS ANGELES,CA,90015,99,A
ALAMEDA CARNICERIA,4501 S ALAMEDA ST #P-3,LOS ANGELES,CA,90058,92,A
RALPHS MARKET # 209,8825 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,97,A
LA JALPENSE,6009 S HOOPER AVE,LOS ANGELES,CA,90001,95,A
COPELLIA'S,10825 VENICE BLVD,LOS ANGELES,CA,90034,90,A
OOPS SUSHI,11670 GATEWAY BLVD,LOS ANGELES,CA,90064,90,A
LOS TRES AMIGOS RESTAURANT,4869 SANTA MONICA BLVD,LOS ANGELES,CA,90029,92,A
99 + MAS,2901 WHITTIER BLVD STE F,LOS ANGELES,CA,90023,99,A
LA BREA BAKERY,100 WORLD WAY,LOS ANGELES,CA,90045,93,A
MATEO'S ICE CREAM AND SANDWICHES,1250 S VERMONT AVE # 105,LOS ANGELES,CA,90006,91,A
CALIF PIZZA KITCHEN #12,330 S HOPE ST,LOS ANGELES,CA,90071,99,A
LA ESTRELLA MARKETY,695 WITMER ST,LOS ANGELES,CA,90017,90,A
THE COFFEE TABLE EAGLE ROCK,1958 COLORADO BLVD,LOS ANGELES,CA,90041,90,A
KOURAKU RESTAURANT,314 E 2ND ST,LOS ANGELES,CA,90012,92,A
AZTECA MEAT MARKET,1364 W SUNSET BLVD,LOS ANGELES,CA,90026,85,B
INDIANA MARKET,568 S INDIANA ST,LOS ANGELES,CA,90063,92,A
WHOLE FOODS MARKET,1050 GAYLEY AVE,LOS ANGELES,CA,90024,90,A
CHUTNEY'S,2406 S BARRINGTON AVE,LOS ANGELES,CA,90064,93,A
RALPHS MARKET # 209,8825 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,98,A
NUMERO UNO MARKET (MEAT)#108,4373 S VERMONT AVE,LOS ANGELES,CA,90037,98,A
HONG KONG BAN JUM 0410,2716 W OLYMPIC BLVD STE 107,LOS ANGELES,CA,90006,92,A
PINKBERRY #78,100 WORLD WAY,LOS ANGELES,CA,90045,94,A
HUDSON NEWS #747 - SEE'S CANDIES,100 WORLD WAY,LOS ANGELES,CA,90045,100,A
LA ADELITA,1287 S UNION AVE,LOS ANGELES,CA,90015,93,A
WHOLE FOODS MARKET,1050 GAYLEY AVE,LOS ANGELES,CA,90024,90,A
TRIMANA,3415 S SEPULVEDA BLVD # 160,LOS ANGELES,CA,90034,96,A
HONG KONG EXPRESS,4333 S VERMONT AVE,LOS ANGELES,CA,90037,96,A
LA ADELITA,1287 S UNION AVE,LOS ANGELES,CA,90015,92,A
PRESSED JUICERY,3515 SUNSET BLVD,LOS ANGELES,CA,90028,95,A
CARIBBEAN SPICE,4641 W WASHINGTON BLVD,LOS ANGELES,CA,90016,90,A
PINKBERRY,332 E 2ND ST # #A,LOS ANGELES,CA,90012,94,A
MCDONALD'S #7424,11920 WILSHIRE BLVD,LOS ANGELES,CA,90025,94,A
CALIMEX MARKET(MEAT),2901 E WHITTIER BLVD,LOS ANGELES,CA,90023,94,A
TORN BASIL,100 WORLD WAY,LOS ANGELES,CA,90045,94,A
RALPHS MARKET # 209,8825 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,92,A
VIVA BARGAIN,4365 S VERMONT AVE,LOS ANGELES,CA,90037,100,A
WHOLE FOODS MARKET,1050 GAYLEY AVE,LOS ANGELES,CA,90024,90,A
UMEKEN,2716 OLYMPIC BLVD # 103,LOS ANGELES,CA,90006,100,A
EL CAPITAN FISH MARKET,4501 S ALAMEDA ST # P4,LOS ANGELES,CA,90058,97,A
LA FIRST ST. TAQUERIA,1843 1/2 E 1ST ST,LOS ANGELES,CA,90033,93,A
ARBY'S ROAST BEEF,5920 W SUNSET BLVD,LOS ANGELES,CA,90028,94,A
NAM WON GOL RESTAURANT,550 E OLYMPIC BLVD,LOS ANGELES,CA,90015,92,A
7-ELEVEN # 39012A,7353 MELROSE AVE STE #A,LOS ANGELES,CA,90046,85,B
RALPHS MARKET #44,12057 WILSHIRE BLVD,LOS ANGELES,CA,90025,92,A
THE COFFEE BEAN & TEA LEAF,210 E OLYMPIC BLVD STE #120,LOS ANGELES,CA,90015,95,A
RALPHS MARKET # 209,8825 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,97,A
DING DONG STORE,700 S INDIANA ST,LOS ANGELES,CA,90023,91,A
SABOR A PUEBLA,109 E PICO BLVD,LOS ANGELES,CA,90015,91,A
BIONICOS GUADALAJAR,4501 S ALAMEDA ST # #P9,LOS ANGELES,CA,90058,90,A
SLAUSON LIQUOR,2825 W SLAUSON AVE,LOS ANGELES,CA,90043,92,A
BOON ARUNEE THAI HOUSE,240 N VIRGIL AVE #111,LOS ANGELES,CA,90004,82,B
LATINO DOLLAR STORE,774 N VIRGIL AVE,LOS ANGELES,CA,90029,93,A
CASA BLANCA MARKET,1026 S INDIANA ST,LOS ANGELES,CA,90023,95,A
PANDA KING CHINESE FAST FOOD,4310 S CENTRAL AVE,LOS ANGELES,CA,90011,90,A
LEMONGRASS,1952 W COLORADO BLVD,LOS ANGELES,CA,90041,91,A
CALI'S,534 S WESTMORELAND AVE,LOS ANGELES,CA,90020,94,A
SPOON BY H.,7158 BEVERLY BLVD,LOS ANGELES,CA,90036,85,B
HYUN POONG PARK SO SUN,244 S OXFORD AVE STE #18,LOS ANGELES,CA,90004,85,B
SUSHI YE,244 S OXFORD AVE STE #4,LOS ANGELES,CA,90004,95,A
7-ELEVEN 19598C,473 N WESTERN AVE,LOS ANGELES,CA,90004,95,A
GOOD GRILL RESTAURANT,210 E OLYMPIC BLVD STE 127,LOS ANGELES,CA,90015,94,A
MESON,459 N WESTERN AVE,LOS ANGELES,CA,90004,95,A
TEMPLE SEAFOOD MARKET,2422 W TEMPLE ST,LOS ANGELES,CA,90026,90,A
WHOLE FOODS MARKET,1050 GAYLEY AVE,LOS ANGELES,CA,90024,93,A
HABIBI CAFE & LOUNGE,923 BROXTON AVE,LOS ANGELES,CA,90024,83,B
SUBWAY #42410,5593 E HUNTINGTON DR N,LOS ANGELES,CA,90032,97,A
SEALEGS WINE BAR,200 WORLD WAY # T229,LOS ANGELES,CA,90045,90,A
TRIMANA EXPRESS,1925 CENTURY PARK E STE STE E,LOS ANGELES,CA,90067,98,A
TACO LIMON,1925 CENTURY PARK E STE G,LOS ANGELES,CA,90067,92,A
ROOM FORTY,6441 N FIGUEROA ST,LOS ANGELES,CA,90042,99,A
ISLANDS FINE BURGERS & DRINKS,10948 W PICO BLVD,LOS ANGELES,CA,90064,95,A
BEACH PIZZA,8601 LINCOLN BLVD STE #150,LOS ANGELES,CA,90045,95,A
BURGER KING # 11490,4918 W SUNSET BLVD,LOS ANGELES,CA,90027,92,A
SALVA MARKET,2108 E 1ST ST,LOS ANGELES,CA,90033,94,A
