,id,name,overall_rating,review_count,address,city,state,zip
180,RarITW4zBvhqKAK8FVOFCQ,Supremo,4.5,192,901 S La Brea Ave,Los Angeles,CA,90036
181,Kx_d7X7qjj9EoX-A7eC3gA,Maggiano's Little Italy,4.0,1895,189 The Grove Dr,Los Angeles,CA,90036
182,VQz6yZBj3l_T2XX-4mLV-Q,Emporium Thai,4.0,2342,1275 Westwood Blvd,Los Angeles,CA,90024
183,vC_6J_nGyf4J8xt-Vu6Shw,Chichen Itza Restaurant,4.5,1237,3655 S Grand Ave,Los Angeles,CA,90007
184,Baqs3SIHR60lXxXAFkjTDg,Bludso's Bar & Que,4.0,2203,609 N La Brea Ave,Los Angeles,CA,90036
185,PpVsIH7cA_mLZEOlzqrY8g,Lao Tao,4.0,523,727 N Broadway,Los Angeles,CA,90012
186,6w7A4JOwwsUka_DhZFFIDA,Monty’s Chicken & Waffles,4.5,79,358 W 38th St,Los Angeles,CA,90037
187,P_2Z_Wwk2Xtepobtxxsa6A,Din Tai Fung,4.0,3903,177 Caruso Ave,Glendale,CA,91210
188,fBLnD9qxQggvDSPyOBsBLg,Ong Ga Nae Korean BBQ,4.5,532,936 South Vermont Ave,Los Angeles,CA,90006
189,8LdFAPdaWMg9sVRgmRv0NQ,Mama Shelter Rooftop Bar,3.5,509,6500 Selma Ave,Los Angeles,CA,90028
190,Hd6wCJbQz81UdD_EyOumPA,Raffi's Place,4.5,4719,211 E Broadway,Glendale,CA,91205
191,qX4i4xyc-8Im4PLpJX-L8g,Alta West Adams,4.0,345,5359 West Adams Blvd,Los Angeles,CA,90016
192,0vRsHjV66oUDcszA8EWq0w,Kali Restaurant,4.5,582,5722 Melrose Ave,Los Angeles,CA,90038
193,TzIJzamxdVGc3zReKbLGaA,Providence,4.5,2680,5955 Melrose Ave,Los Angeles,CA,90038
194,-ZcCFCdqMwOPXItB3REecA,Petit Trois,4.0,866,718 N Highland Ave,Los Angeles,CA,90038
195,E9WhBvGEUK4mQxoReDcG3g,The Seafood Xperience,4.0,95,2100 W Florence Ave,Los Angeles,CA,90047
196,dl2EANNpRKjPBuQ_-iRrIA,Keepers,4.5,59,200 S Los Angeles St,Los Angeles,CA,90012
197,WnEQZDZ86ozJjnAkw8tYRQ,Chinchikurin - Little Tokyo,4.0,607,350 E 1st St,Los Angeles,CA,90012
198,S1JEJ_abdhiV5tZ89ENPfQ,Panini Kabob Grill - Downtown LA,4.0,1501,600 W 9th St,Los Angeles,CA,90015
199,sEeKjiCBChIQVks-4XjTJA,Killer Noodle Tsujita,4.0,863,2030 Sawtelle Blvd,Los Angeles,CA,90025
